Food_code,Main_food_description,FII,FII score,,
75216002,"Corn, cooked, from frozen, NS as to color, NS as to fat added in cooking",-0.19305264,7.3122284,,
75216003,"Corn, cooked, from canned, NS as to color, NS as to fat added in cooking",-0.13956283,6.23717512,,
75216010,"Corn, cooked, NS as to form, NS as to color, fat not added in cooking",-0.17021191,6.85316903,,
75216011,"Corn, cooked, from fresh, NS as to color, fat not added in cooking",-0.20746593,7.60191065,,
75216012,"Corn, cooked, from frozen, NS as to color, fat not added in cooking",-0.17021191,6.85316903,,
75216013,"Corn, cooked, from canned, NS as to color, fat not added in cooking",-0.11421129,5.72765281,,
75216020,"Corn, cooked, NS as to form, NS as to color, fat added in cooking, NS as to type of fat",-0.19305264,7.3122284,,
75216021,"Corn, cooked, from fresh, NS as to color, fat added in cooking, NS as to type of fat",-0.22882493,8.03118992,,
75216022,"Corn, cooked, from frozen, NS as to color, fat added in cooking, NS as to type of fat",-0.19305264,7.3122284,,
75216023,"Corn, cooked, from canned, NS as to color, fat added in cooking, NS as to type of fat",-0.13956283,6.23717512,,
75216024,"Corn, cooked, NS as to form, NS as to color, made with oil",-0.25239049,8.50481704,,
75216025,"Corn, cooked, NS as to form, NS as to color, made with butter",-0.14476524,6.34173475,,
75216026,"Corn, cooked, NS as to form, NS as to color, made with margarine",-0.26997062,8.85814746,,
75216027,"Corn, cooked, from fresh, NS as to color, made with oil",-0.28776685,9.21582099,,
75216028,"Corn, cooked, from fresh, NS as to color, made with butter",-0.18051325,7.06020829,,
75216029,"Corn, cooked, from fresh, NS as to color, made with margarine",-0.30602368,9.58275195,,
75216031,"Corn, cooked, from frozen, NS as to color, made with oil",-0.25239049,8.50481704,,
75216032,"Corn, cooked, from frozen, NS as to color, made with butter",-0.14476524,6.34173475,,
75216033,"Corn, cooked, from frozen, NS as to color, made with margarine",-0.26997062,8.85814746,,
75216034,"Corn, cooked, from canned, NS as to color, made with oil",-0.19857824,7.42328345,,
75216035,"Corn, cooked, from canned, NS as to color, made with butter",-0.09079272,5.25697987,,
75216036,"Corn, cooked, from canned, NS as to color, made with margarine",-0.21644897,7.78245431,,
75216050,"Corn, NS as to form, NS as to color, cream style",-0.11112919,5.6657079,,
75216053,"Corn, from canned, NS as to color, cream style",-0.11118076,5.66674433,,
75216070,"Corn, dried, cooked",-0.36245451,10.7169145,,
75216100,"Corn, yellow, cooked, NS as to form, NS as to fat added in cooking",-0.19305264,7.3122284,,
75216101,"Corn, yellow, cooked, from fresh, NS as to fat added in cooking",-0.22882493,8.03118992,,
75216102,"Corn, yellow, cooked, from frozen, NS as to fat added in cooking",-0.19305264,7.3122284,,
75216103,"Corn, yellow, cooked, from canned, NS as to fat added in cooking",-0.13956283,6.23717512,,
75216110,"Corn, yellow, cooked, NS as to form, fat not added in cooking",-0.17021191,6.85316903,,
75216111,"Corn, yellow, cooked, from fresh, fat not added in cooking",-0.20746593,7.60191065,,
75216112,"Corn, yellow, cooked, from frozen, fat not added in cooking",-0.17021191,6.85316903,,
75216113,"Corn, yellow, cooked, from canned, fat not added in cooking",-0.11421129,5.72765281,,
75216120,"Corn, yellow, cooked, NS as to form, fat added in cooking, NS as to type of fat",-0.19305264,7.3122284,,
75216121,"Corn, yellow, cooked, from fresh, fat added in cooking, NS as to type of fat",-0.22882493,8.03118992,,
75216122,"Corn, yellow, cooked, from frozen, fat added in cooking, NS as to type of fat",-0.19305264,7.3122284,,
75216123,"Corn, yellow, cooked, from canned, fat added in cooking, NS as to type of fat",-0.13956283,6.23717512,,
75216131,"Corn, yellow, cooked, NS as to form, made with oil",-0.25239049,8.50481704,,
75216132,"Corn, yellow, cooked, NS as to form, made with butter",-0.14476524,6.34173475,,
75216133,"Corn, yellow, cooked, NS as to form, made with margarine",-0.26997062,8.85814746,,
75216134,"Corn, yellow, cooked, from fresh, made with oil",-0.28776685,9.21582099,,
75216135,"Corn, yellow, cooked, from fresh, made with butter",-0.18051325,7.06020829,,
75216136,"Corn, yellow, cooked, from fresh, made with margarine",-0.30602368,9.58275195,,
75216137,"Corn, yellow, cooked, from frozen, made with oil",-0.25239049,8.50481704,,
75216138,"Corn, yellow, cooked, from frozen, made with butter",-0.14476524,6.34173475,,
75216139,"Corn, yellow, cooked, from frozen, made with margarine",-0.26997062,8.85814746,,
75216141,"Corn, yellow, cooked, from canned, made with oil",-0.19857824,7.42328345,,
75216142,"Corn, yellow, cooked, from canned, made with butter",-0.09079272,5.25697987,,
75216143,"Corn, yellow, cooked, from canned, made with margarine",-0.21644897,7.78245431,,
75216150,"Corn, yellow, NS as to form, cream style",-0.11112919,5.6657079,,
75216153,"Corn, yellow, from canned, cream style",-0.11118076,5.66674433,,
75216160,"Corn, yellow and white, cooked, NS as to form, NS as to fat added in cooking",-0.18538707,7.15816352,,
75216161,"Corn, yellow and white, cooked, from fresh, NS as to fat added in cooking",-0.23173775,8.08973253,,
75216162,"Corn, yellow and white, cooked, from frozen, NS as to fat added in cooking",-0.18538707,7.15816352,,
75216163,"Corn, yellow and white, cooked, from canned, NS as to fat added in cooking",-0.14164611,6.2790455,,
75216170,"Corn, yellow and white, cooked, NS as to form, fat not added in cooking",-0.16082156,6.664439,,
75216171,"Corn, yellow and white, cooked, from fresh, fat not added in cooking",-0.20625233,7.5775194,,
75216172,"Corn, yellow and white, cooked, from frozen, fat not added in cooking",-0.16082156,6.664439,,
75216173,"Corn, yellow and white, cooked, from canned, fat not added in cooking",-0.11399386,5.72328292,,
75216174,"Corn, yellow and white, cooked, NS as to form, made with oil",-0.25239049,8.50481704,,
75216175,"Corn, yellow and white, cooked, NS as to form, made with butter",-0.14476524,6.34173475,,
75216176,"Corn, yellow and white, cooked, NS as to form, made with margarine",-0.26257484,8.70950504,,
75216177,"Corn, yellow and white, cooked, from fresh, made with oil",-0.29174307,9.29573623,,
75216178,"Corn, yellow and white, cooked, from fresh, made with butter",-0.18233403,7.09680271,,
75216179,"Corn, yellow and white, cooked, from fresh, made with margarine",-0.30983304,9.65931356,,
75216180,"Corn, yellow and white, cooked, NS as to form, fat added in cooking, NS as to type of fat",-0.18538707,7.15816352,,
75216181,"Corn, yellow and white, cooked, from fresh, fat added in cooking, NS as to type of fat",-0.23173775,8.08973253,,
75216182,"Corn, yellow and white, cooked, from frozen, fat added in cooking, NS as to type of fat",-0.18538707,7.15816352,,
75216183,"Corn, yellow and white, cooked, from canned, fat added in cooking, NS as to type of fat",-0.14164611,6.2790455,,
75216184,"Corn, yellow and white, cooked, from frozen, made with oil",-0.24427055,8.34162017,,
75216185,"Corn, yellow and white, cooked, from frozen, made with butter",-0.13705696,6.18681142,,
75216186,"Corn, yellow and white, cooked, from frozen, made with margarine",-0.26257484,8.70950504,,
75216187,"Corn, yellow and white, cooked, from canned, made with oil",-0.20050567,7.46202148,,
75216188,"Corn, yellow and white, cooked, from canned, made with butter",-0.09343063,5.3099974,,
75216189,"Corn, yellow and white, cooked, from canned, made with margarine",-0.2184798,7.8232706,,
75216190,"Corn, yellow, NS as to form, cream style, fat added in cooking",-0.12856707,6.01617937,,
75216193,"Corn, yellow, from canned, cream style, fat added in cooking",-0.12922842,6.02947139,,
75216200,"Corn, white, cooked, NS as to form, NS as to fat added in cooking",-0.17652208,6.97999259,,
75216201,"Corn, white, cooked, from fresh, NS as to fat added in cooking",-0.23097317,8.07436575,,
75216202,"Corn, white, cooked, from frozen, NS as to fat added in cooking",-0.18146375,7.0793116,,
75216203,"Corn, white, cooked, from canned, NS as to fat added in cooking",-0.1413981,6.27406103,,
75216210,"Corn, white, cooked, NS as to form, fat not added in cooking",-0.15341765,6.51563321,,
75216211,"Corn, white, cooked, from fresh, fat not added in cooking",-0.20822598,7.61718645,,
75216212,"Corn, white, cooked, from frozen, fat not added in cooking",-0.15835932,6.61495222,,
75216213,"Corn, white, cooked, from canned, fat not added in cooking",-0.11641729,5.77198959,,
75216220,"Corn, white, cooked, NS as to form, fat added in cooking, NS as to type of fat",-0.17652208,6.97999259,,
75216221,"Corn, white, cooked, from fresh, fat added in cooking, NS as to type of fat",-0.23097317,8.07436575,,
75216222,"Corn, white, cooked, from frozen, fat added in cooking, NS as to type of fat",-0.18146375,7.0793116,,
75216223,"Corn, white, cooked, from canned, fat added in cooking, NS as to type of fat",-0.1413981,6.27406103,,
75216224,"Corn, white, cooked, NS as to form, made with oil",-0.2357625,8.17062318,,
75216225,"Corn, white, cooked, NS as to form, made with butter",-0.12853319,6.01549846,,
75216226,"Corn, white, cooked, NS as to form, made with margarine",-0.25327494,8.52259303,,
75216227,"Corn, white, cooked, from fresh, made with oil",-0.29302353,9.32147128,,
75216228,"Corn, white, cooked, from fresh, made with butter",-0.18134197,7.07686411,,
75216229,"Corn, white, cooked, from fresh, made with margarine",-0.3113076,9.68894976,,
75216232,"Corn, white, cooked, from frozen, made with oil",-0.2357625,8.17062318,,
75216233,"Corn, white, cooked, from frozen, made with butter",-0.12853319,6.01549846,,
75216234,"Corn, white, cooked, from frozen, made with margarine",-0.25327494,8.52259303,,
75216235,"Corn, white, cooked, from canned, made with oil",-0.2004187,7.46027345,,
75216236,"Corn, white, cooked, from canned, made with butter",-0.09258866,5.29307523,,
75216237,"Corn, white, cooked, from canned, made with margarine",-0.21822796,7.81820891,,
75216250,"Corn, white, NS as to form, cream style",-0.10405817,5.52359266,,
75216253,"Corn, white, from canned, cream style",-0.10410974,5.52462909,,
75216300,"Corn, yellow, canned, low sodium, NS as to fat added in cooking",-0.18224236,7.09496036,,
75216310,"Corn, yellow, canned, low sodium, fat not added in cooking",-0.14129132,6.27191493,,
75216320,"Corn, yellow, canned, low sodium, fat added in cooking, NS as to type of fat",-0.18224236,7.09496036,,
75216321,"Corn, yellow, canned, low sodium, made with oil",-0.26279054,8.71384016,,
75216322,"Corn, yellow, canned, low sodium, made with butter",-0.10952536,5.63347363,,
75216323,"Corn, yellow, canned, low sodium, made with margarine",-0.29165125,9.29389079,,
75216700,"Cucumber, cooked, NS as to fat added in cooking",-0.11540218,5.75158771,,
75216710,"Cucumber, cooked, fat not added in cooking",-0.07542961,4.9482078,,
75216720,"Cucumber, cooked, fat added in cooking, NS as to type of fat",-0.11645755,5.77279879,,
75216721,"Cucumber, cooked, made with oil",-0.19410631,7.33340531,,
75216722,"Cucumber, cooked, made with butter",-0.04253447,4.28707197,,
75216723,"Cucumber, cooked, made with margarine",-0.21193205,7.69167209,,
75217000,"Eggplant, cooked, NS as to fat added in cooking",-0.17161628,6.88139449,,
75217010,"Eggplant, cooked, fat not added in cooking",-0.12683363,5.98134011,,
75217020,"Eggplant, cooked, fat added in cooking, NS as to type of fat",-0.17135244,6.87609172,,
75217021,"Eggplant, cooked, made with oil",-0.26569819,8.77227906,,
75217022,"Eggplant, cooked, made with butter",-0.08667578,5.1742365,,
75217023,"Eggplant, cooked, made with margarine",-0.29590364,9.37935656,,
75217299,"Flowers or blossoms of sesbania, squash, or lily, NS as to fat added in cooking",-0.16424134,6.73317086,,
75217300,"Flowers or blossoms of sesbania, squash, or lily, fat not added in cooking",-0.13015935,6.04818134,,
75217301,"Flowers or blossoms of sesbania, squash, or lily, fat added in cooking",-0.16424134,6.73317086,,
75217400,"Garlic, cooked",-0.68703735,17.2404714,,
75217490,"Hominy, cooked, NS as to fat added in cooking",-0.13455456,6.13651766,,
75217500,"Hominy, cooked, fat not added in cooking",-0.10926817,5.62830464,,
75217520,"Hominy, cooked, fat added in cooking",-0.13455456,6.13651766,,
75218009,"Kohlrabi, cooked, NS as to fat added in cooking",-0.39856091,11.4425911,,
75218010,"Kohlrabi, cooked, fat not added in cooking",-0.91831777,21.88881,,
75218011,"Kohlrabi, cooked, fat added in cooking",-0.90354611,21.5919251,,
75218400,"Leek, cooked, NS as to fat added in cooking",-0.37685065,11.0062523,,
75218499,"Lotus root, cooked, NS as to fat added in cooking",-0.39494185,11.3698543,,
75218500,"Lotus root, cooked, fat not added in cooking",-0.36282466,10.724354,,
75218501,"Lotus root, cooked, fat added in cooking",-0.56358466,14.7592846,,
75219000,"Mushrooms, cooked, NS as to form, NS as to fat added in cooking",-0.27425307,8.94421736,,
75219001,"Mushrooms, cooked, from fresh, NS as to fat added in cooking",-0.27425307,8.94421736,,
75219002,"Mushrooms, cooked, from frozen, NS as to fat added in cooking",-0.27425307,8.94421736,,
75219003,"Mushrooms, cooked, from canned, NS as to fat added in cooking",-0.23612027,8.17781374,,
75219010,"Mushrooms, cooked, NS as to form, fat not added in cooking",-0.25085396,8.47393555,,
75219011,"Mushrooms, cooked, from fresh, fat not added in cooking",-0.25085396,8.47393555,,
75219012,"Mushrooms, cooked, from frozen, fat not added in cooking",-0.25085396,8.47393555,,
75219013,"Mushrooms, cooked, from canned, fat not added in cooking",-0.14943985,6.43568623,,
75219020,"Mushrooms, cooked, NS as to form, fat added in cooking, NS asa to type of fat",-0.27425307,8.94421736,,
75219021,"Mushrooms, cooked, from fresh, fat added in cooking, NS as to type of fat",-0.27425307,8.94421736,,
75219022,"Mushrooms, cooked, from frozen, fat added in cooking, NS as to type of fat",-0.27425307,8.94421736,,
75219023,"Mushrooms, cooked, from canned, fat added in cooking, NS as to type of fat",-0.23612027,8.17781374,,
75219030,"Mushrooms, cooked, NS as to form, made with oil",-0.33598213,10.1848653,,
75219031,"Mushrooms, cooked, NS as to form, made with butter",-0.22337834,7.92172285,,
75219032,"Mushrooms, cooked, NS as to form, made with margarine",-0.35399252,10.5468431,,
75219033,"Mushrooms, cooked, from fresh, made with oil",-0.33598213,10.1848653,,
75219034,"Mushrooms, cooked, from fresh, made with butter",-0.22337834,7.92172285,,
75219035,"Mushrooms, cooked, from fresh, made with margarine",-0.35399252,10.5468431,,
75219036,"Mushrooms, cooked, from frozen, made with oil",-0.33598213,10.1848653,,
75219037,"Mushrooms, cooked, from frozen, made with butter",-0.22337834,7.92172285,,
75219038,"Mushrooms, cooked, from frozen, made with margarine",-0.35399252,10.5468431,,
75219039,"Mushrooms, cooked, from canned, made with oil",-0.23612027,8.17781374,,
75219040,"Mushrooms, cooked, from canned, made with butter",-0.12468664,5.9381893,,
75219041,"Mushrooms, cooked, from canned, made with margarine",-0.25534764,8.56425073,,
75219100,"Mushroom, Asian, cooked, from dried",-0.25336627,8.52442856,,
75220000,"Okra, cooked, NS as to form, NS as to fat added in cooking",-1.74181336,38.4396551,,
75220001,"Okra, cooked, from fresh, NS as to fat added in cooking",-1.67626185,37.1221824,,
75220002,"Okra, cooked, from frozen, NS as to fat added in cooking",-1.86859118,40.9876712,,
75220003,"Okra, cooked, from canned, NS as to fat added in cooking",-1.67175997,37.0317024,,
75220010,"Okra, cooked, NS as to form, fat not added in cooking",-1.76341087,38.8737278,,
75220011,"Okra, cooked, from fresh, fat not added in cooking",-2.30150898,49.6885742,,
75220012,"Okra, cooked, from frozen, fat not added in cooking",-1.89600977,41.5387377,,
75220013,"Okra, cooked, from canned, fat not added in cooking",-1.6975334,37.5497039,,
75220020,"Okra, cooked, NS as to form, fat added in cooking, NS as to type of fat",-2.18116578,47.269883,,
75220021,"Okra, cooked, from fresh, fat added in cooking, NS as to type of fat",-2.26382954,48.9312823,,
75220022,"Okra, cooked, from frozen, fat added in cooking, NS as to type of fat",-1.86461699,40.9077968,,
75220023,"Okra, cooked, from canned, fat added in cooking, NS as to type of fat",-1.67626185,37.1221824,,
75220024,"Okra, cooked, NS as to form, made with oil",-0.26162415,8.69039787,,
75220025,"Okra, cooked, NS as to form, made with butter",-0.16619904,6.7725172,,
75220026,"Okra, cooked, NS as to form, made with margarine",-0.27761933,9.01187345,,
75220027,"Okra, cooked, from fresh, made with oil",-0.35302107,10.5273188,,
75220028,"Okra, cooked, from fresh, made with butter",-0.24282184,8.31250361,,
75220029,"Okra, cooked, from fresh, made with margarine",-0.3704066,10.8767379,,
75220031,"Okra, cooked, from frozen, made with oil",-0.26162415,8.69039787,,
75220032,"Okra, cooked, from frozen, made with butter",-0.16619904,6.7725172,,
75220033,"Okra, cooked, from frozen, made with margarine",-0.27761933,9.01187345,,
75220034,"Okra, cooked, from canned, made with oil",-0.35302107,10.5273188,,
75220035,"Okra, cooked, from canned, made with butter",-0.24282184,8.31250361,,
75220036,"Okra, cooked, from canned, made with margarine",-0.3704066,10.8767379,,
75220049,"Lettuce, cooked, NS as to fat added in cooking",-0.19297145,7.31059652,,
75220050,"Lettuce, cooked, fat not added in cooking",-0.18807208,7.21212759,,
75220051,"Lettuce, cooked, fat added in cooking",-0.37520575,10.9731925,,
75220099,"Luffa, cooked, NS as to fat added in cooking",-0.35302107,10.5273188,,
75220100,"Luffa, cooked, fat not added in cooking",-1.6975334,37.5497039,,
75220101,"Luffa, cooked, fat added in cooking",-2.32482182,50.1571223,,
75221000,"Onions, cooked, NS as to form, NS as to fat added in cooking",-0.8661372,20.8400704,,
75221001,"Onions, cooked, from fresh, NS as to fat added in cooking",-0.899073,21.5020232,,
75221002,"Onions, cooked, from frozen, NS as to fat added in cooking",-0.50596,13.6011282,,
75221010,"Onions, cooked, NS as to form, fat not added in cooking",-0.86473531,20.8118947,,
75221011,"Onions, cooked, from fresh, fat not added in cooking",-0.80485003,19.6083037,,
75221012,"Onions, cooked, from frozen, fat not added in cooking",-0.49611563,13.4032732,,
75221014,"Onions, cooked, NS as to form, made with oil",-0.1382061,6.20990734,,
75221015,"Onions, cooked, NS as to form, made with butter",-0.06400134,4.71851929,,
75221016,"Onions, cooked, NS as to form, made with margarine",-0.15169203,6.48095134,,
75221017,"Onions, cooked, from fresh, made with oil",-0.17674304,6.98443355,,
75221018,"Onions, cooked, from fresh, made with butter",-0.09249717,5.29123632,,
75221019,"Onions, cooked, from fresh, made with margarine",-0.19106406,7.27226138,,
75221020,"Onions, cooked, NS as to form, fat added in cooking, NS as to type of fat",-0.8661372,20.8400704,,
75221021,"Onions, cooked, from fresh, fat added in cooking, NS as to type of fat",-0.80620068,19.6354494,,
75221022,"Onions, cooked, from frozen, fat added in cooking, NS as to type of fat",-0.50596,13.6011282,,
75221023,"Onions, cooked, from frozen, made with oil",-0.14664503,6.37951522,,
75221024,"Onions, cooked, from frozen, made with butter",-0.06210844,4.68047524,,
75221025,"Onions, cooked, from frozen, made with margarine",-0.16138762,6.67581594,,
75221030,"Onions, pearl, cooked, NS as to form",-0.48883014,13.2568473,,
75221031,"Onions, pearl, cooked, from fresh",-0.89508393,21.4218499,,
75221032,"Onions, pearl, cooked, from frozen",-0.50017533,13.4848663,,
75221033,"Onions, pearl, cooked, from canned",-0.89323704,21.3847305,,
75221040,"Onions, green, cooked, NS as to form, NS as to fat added in cooking",-0.51702656,13.8235469,,
75221041,"Onions, green, cooked, from fresh, NS as to fat added in cooking",-0.51702656,13.8235469,,
75221050,"Onions, green, cooked, NS as to form, fat not added in cooking",-0.50015956,13.4845493,,
75221051,"Onions, green, cooked, from fresh, fat not added in cooking",-0.49935073,13.4682932,,
75221060,"Onions, green, cooked, NS as to form, fat added in cooking",-0.51702656,13.8235469,,
75221061,"Onions, green, cooked, from fresh, fat added in cooking",-0.63792448,16.2533872,,
75221160,"Palm hearts, cooked, assume fat not added in cooking",-0.39871065,11.4456006,,
75222000,"Parsnips, cooked, NS as to fat added in cooking",-0.33850866,10.2356441,,
75222010,"Parsnips, cooked, fat not added in cooking",-0.31943959,9.85238869,,
75222020,"Parsnips, cooked, fat added in cooking, NS as to type of fat",-0.34248285,10.3155186,,
75222021,"Parsnips, cooked, made with oil",-0.32246249,9.91314376,,
75222022,"Parsnips, cooked, made with butter",-0.2098342,7.64950879,,
75222023,"Parsnips, cooked, made with margarine",-0.34048723,10.27541,,
75223000,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, NS as to form, NS as to fat added in cooking",-0.48608162,13.2016069,,
75223001,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from fresh, NS as to fat added in cooking",-0.48608162,13.2016069,,
75223002,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from frozen, NS as to fat added in cooking",-0.5351562,14.1879215,,
75223003,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from canned, NS as to fat added in cooking",-0.4849326,13.1785135,,
75223010,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, NS as to form, fat not added in cooking",-0.47153848,12.9093147,,
75223011,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from fresh, fat not added in cooking",-0.42638504,12.0018083,,
75223012,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from frozen, fat not added in cooking",-0.52193226,13.9221431,,
75223013,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from canned, fat not added in cooking",-0.46917218,12.8617562,,
75223020,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, NS as to form, fat added in cooking, NS as to type of fat",-0.48608162,13.2016069,,
75223021,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from fresh, fat added in cooking, NS as to type of fat",-0.44035059,12.2824917,,
75223022,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from frozen, fat added in cooking, NS as to type of fat",-0.53542004,14.1932242,,
75223023,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from canned, fat added in cooking, NS as to type of fat",-0.53374333,14.1595253,,
75223024,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, NS as to form, made with oil",-0.4141551,11.7560076,,
75223025,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, NS as to form, made with butter",-0.31032969,9.66929531,,
75223026,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, NS as to form, made with margarine",-0.43108117,12.0961924,,
75223027,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from fresh, made with oil",-0.37116151,10.8919103,,
75223028,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from fresh, made with butter",-0.26450745,8.74834718,,
75223029,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from fresh, made with margarine",-0.38915178,11.2534838,,
75223030,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from frozen, made with oil",-0.4141551,11.7560076,,
75223031,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from frozen, made with butter",-0.31032969,9.66929531,,
75223032,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from frozen, made with margarine",-0.35300048,10.5269048,,
75223033,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from canned, made with oil",-0.41342262,11.741286,,
75223034,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from canned, made with butter",-0.30975775,9.65780032,,
75223035,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from canned, made with margarine",-0.43023482,12.0791823,,
75224000,"Green peas, cooked, from restaurant",-0.57552429,14.9992506,,
75224010,"Peas, green, cooked, NS as to form, NS as to fat added in cooking",-0.33287535,10.1224243,,
75224011,"Peas, green, cooked, from fresh, NS as to fat added in cooking",-0.41798526,11.8329872,,
75224012,"Peas, green, cooked, from frozen, NS as to fat added in cooking",-0.49395382,13.3598246,,
75224013,"Peas, green, cooked, from canned, NS as to fat added in cooking",-0.28334599,9.12696937,,
75224020,"Peas, green, cooked, NS as to form, fat not added in cooking",-0.3137122,9.73727796,,
75224021,"Peas, green, cooked, from fresh, fat not added in cooking",-0.40040971,11.4797487,,
75224022,"Peas, green, cooked, from frozen, fat not added in cooking",-0.47876487,13.0545527,,
75224023,"Peas, green, cooked, from canned, fat not added in cooking",-0.26071529,8.67213118,,
75224030,"Peas, green, cooked, NS as to form, fat added in cooking, NS as to type of fat",-0.49395382,13.3598246,,
75224031,"Peas, green, cooked, from fresh, fat added in cooking, NS as to type of fat",-0.41798526,11.8329872,,
75224032,"Peas, green, cooked, from frozen, fat added in cooking, NS as to type of fat",-0.49395382,13.3598246,,
75224033,"Peas, green, cooked, from canned, fat added in cooking, NS as to type of fat",-0.28334599,9.12696937,,
75224040,"Peas, green, cooked, NS as to form, made with oil",-0.38909668,11.2523764,,
75224041,"Peas, green, cooked, NS as to form, made with butter",-0.27970121,9.0537155,,
75224042,"Peas, green, cooked, NS as to form, made with margarine",-0.40752399,11.6227336,,
75224043,"Peas, green, cooked, from fresh, made with oil",-0.47781797,13.0355217,,
75224044,"Peas, green, cooked, from fresh, made with butter",-0.3680133,10.8286367,,
75224045,"Peas, green, cooked, from fresh, made with margarine",-0.49159966,13.31251,,
75224046,"Peas, green, cooked, from frozen, made with oil",-0.55395558,14.5657568,,
75224047,"Peas, green, cooked, from frozen, made with butter",-0.44456011,12.3670958,,
75224048,"Peas, green, cooked, from frozen, made with margarine",-0.40752399,11.6227336,,
75224049,"Peas, green, cooked, from canned, made with oil",-0.33794689,10.2243537,,
75224050,"Peas, green, cooked, from canned, made with butter",-0.23454631,8.14617974,,
75224051,"Peas, green, cooked, from canned, made with margarine",-0.35290889,10.5250641,,
75224110,"Peas, green, canned, low sodium, NS as to fat added in cooking",-0.38808999,11.2321436,,
75224120,"Peas, green, canned, low sodium, fat not added in cooking",-0.36518612,10.7718152,,
75224130,"Peas, green, canned, low sodium, fat added in cooking, NS as to type of fat",-0.38861767,11.2427492,,
75224131,"Peas, green, canned, low sodium, made with oil",-0.44958342,12.4680559,,
75224132,"Peas, green, canned, low sodium, made with butter",-0.33772886,10.2199715,,
75224133,"Peas, green, canned, low sodium, made with margarine",-0.46524104,12.782747,,
75225010,"Pigeon peas, cooked, NS as to form, fat not added in cooking",-0.40064117,11.4844008,,
75225011,"Pigeon peas, cooked, from fresh, fat not added in cooking",-0.40064117,11.4844008,,
75225013,"Pigeon peas, cooked, from canned, fat not added in cooking",-0.40064117,11.4844008,,
75225014,"Pigeon peas, cooked, NS as to form, NS as to fat added in cooking",-0.4134529,11.7418945,,
75225015,"Pigeon peas, cooked, NS as to form, fat added in cooking",-0.4134529,11.7418945,,
75225016,"Pigeon peas, cooked, from fresh, NS as to fat added in cooking",-0.4134529,11.7418945,,
75225017,"Pigeon peas, cooked, from fresh, fat added in cooking",-0.4134529,11.7418945,,
75225018,"Pigeon peas, cooked, from canned, NS as to fat added in cooking",-0.4134529,11.7418945,,
75225019,"Pigeon peas, cooked, from canned, fat added in cooking",-0.4134529,11.7418945,,
75226000,"Peppers, green, cooked, NS as to fat added in cooking",-2.61603098,56.0099255,,
75226010,"Peppers, green, cooked, fat not added in cooking",-2.66715061,57.0373422,,
75226020,"Peppers, green, cooked, fat added in cooking, NS as to type of fat",-2.1730983,47.1077405,,
75226021,"Peppers, green, cooked, made with oil",-0.58384527,15.166488,,
75226022,"Peppers, green, cooked, made with butter",-0.45469015,12.5706924,,
75226023,"Peppers, green, cooked, made with margarine",-0.60429756,15.577544,,
75226040,"Peppers, red, cooked, NS as to fat added in cooking",-1.24801257,28.5151084,,
75226050,"Peppers, red, cooked, fat not added in cooking",-1.25140948,28.5833806,,
75226060,"Peppers, red, cooked, fat added in cooking, NS as to type of fat",-1.24801257,28.5151084,,
75226061,"Peppers, red, cooked, made with oil",-1.10352756,25.6112084,,
75226062,"Peppers, red, cooked, made with butter",-0.97390134,23.0059442,,
75226063,"Peppers, red, cooked, made with margarine",-1.12303764,26.0033273,,
75226090,"Peppers, hot, cooked, NS as to form, NS as to fat added in cooking",-3.38060004,71.3764485,,
75226091,"Peppers, hot, cooked, from fresh, NS as to fat added in cooking",-3.38060004,71.3764485,,
75226092,"Peppers, hot, cooked, from frozen, NS as to fat added in cooking",-3.38060004,71.3764485,,
75226093,"Peppers, hot, cooked, from canned, NS as to fat added in cooking",-2.97438397,63.2122044,,
75226100,"Peppers, hot, cooked, NS as to form, fat not added in cooking",-3.38101651,71.3848189,,
75226101,"Peppers, hot, cooked, from fresh, fat not added in cooking",-3.38101651,71.3848189,,
75226102,"Peppers, hot, cooked, from frozen, fat not added in cooking",-3.38101651,71.3848189,,
